GSP_spatial_abs,GSP_spatial_rel,GSP_entropy,GSP_cog,label
8.744192152575991,0.3936680242461744,0.929262577062775,0.3391776569369553,0
7.695214440565528,0.3899243277203384,0.9316593911457391,0.3429023723576503,1
6.611775797389387,0.3849234882024029,0.9363816269010944,0.3499881484674662,1
4.453771860964939,0.3785449313638675,0.9416567307976405,0.3584277605080779,1
3.062687033220903,0.37378483541081653,0.9456890423030054,0.36516953018156917,1
2.771963817766822,0.37385967193142494,0.9460160095900386,0.3656668952779297,1
2.7726770408329555,0.37946158038585204,0.9413060638456495,0.35777763882299746,1
2.6527512696137605,0.3781356098639947,0.9418082733308493,0.35871711675490464,1
2.6154493706274566,0.3790286562770556,0.9408433886130334,0.35718537933456684,1
2.69632637518569,0.38122659052599017,0.9392532300427228,0.35457128358812967,1
2.9571998289475747,0.3767181207037726,0.942187549564545,0.35950096894430683,1
3.5593434231112493,0.3754853841501233,0.9432814481425643,0.36129639000933733,1
3.928728962328269,0.3725383182093634,0.9453705823563837,0.36487798708987307,0
3.9388311281231445,0.34797322569980466,0.95999848745512,0.3928527505658076,0
3.391104490480771,0.344704323395923,0.9622813877329974,0.397577047053167,0
2.826320901328227,0.3398646758073377,0.9653078876856237,0.4041553352633055,0
2.5632723519206175,0.3367519899510632,0.9671691123202383,0.40837361265993244,0
3.3303059596847984,0.36262657396697406,0.9523074130801127,0.37733984844736473,0
3.9985695618522885,0.37457501919104913,0.9443488649126032,0.36302011240802096,0
4.854897859802968,0.3891786198442744,0.9334285689320664,0.345311932616965,1
4.9386168764165035,0.3930322295440402,0.9305027573169153,0.34084788970708596,1
4.332535842254657,0.39140359000077696,0.9316895911947249,0.3426581788296719,1
4.150583974476202,0.38593584859399843,0.9352014415134243,0.34823267177953554,1
3.8595234729594434,0.38311836383789194,0.9378376616195933,0.35228473324257675,1
3.7478619857587043,0.3808197523150646,0.9402214062036378,0.35600152967117127,0
3.2019080622539082,0.37636752093802717,0.9440891634148195,0.3623583877887192,0
2.930942511099764,0.3764889026135125,0.9446292283586595,0.3631669397558503,0
2.611646313162198,0.36838642316551284,0.949911055238307,0.3726145546680202,0
2.718901206795194,0.36970522902749703,0.9483883190839539,0.36997460694944884,0
2.9503727289612445,0.3652775213776386,0.9514207731838913,0.3755076784015439,0
3.9605607103306637,0.37196447775124586,0.9464301021129778,0.36657664797364575,0
4.523424854435254,0.3762938616047295,0.9429961837872998,0.36074436155477735,0
4.7159355774287715,0.3744620697632666,0.9437943682456523,0.3622180453443136,1
4.17101349022168,0.379484117107788,0.9398940128647963,0.3557719428964693,1
2.9002239953931626,0.372780355046684,0.9448707464146108,0.36409010446498613,1
2.664833953074837,0.37435931428786173,0.9439359257995992,0.36244417612719504,1
2.4762941873698274,0.3800043194558181,0.9404988086550228,0.35653246769141894,1
2.7433449426846703,0.3828524502091917,0.9381912227045145,0.35281719561081626,1
2.4060374192971254,0.37593172358451105,0.9431559628204068,0.3610384611468886,1
2.1367475631477464,0.3736827874737099,0.9449961236166259,0.3641319249985003,1
1.9520924701698457,0.3657043548104775,0.9504530918778564,0.37385797831062856,0
1.6994717110553057,0.359340336993252,0.9548434093145614,0.3821001879128379,0
1.8417864574502816,0.36284521266844205,0.9526092346071308,0.3778188856906549,0
1.8314662086037852,0.36584826026239087,0.9507713729453744,0.3743590541156906,0
1.9314314387556726,0.37298686346571963,0.9458948260561959,0.3656046009186628,0
2.012853799767221,0.3756607086789385,0.9439983779092808,0.3623291023278372,0
2.2012060622501073,0.37880971293473853,0.9416746095163494,0.3584155147103437,0
2.244813604182754,0.37863704843674245,0.9417626768843709,0.3585707252313993,0
2.4464548751896102,0.3760594366192898,0.9432409426066972,0.3611427495380774,0
2.7908857916701364,0.3748776870662609,0.943549427696407,0.36178986883856373,0
2.7055360974579057,0.3749135089797089,0.9435428523290645,0.3617741657003484,0
3.373711297008591,0.37859011149682,0.9406476391534667,0.3569855847452476,1
3.3825716984604997,0.38488881322672164,0.9364905235526501,0.3501434979027374,1
2.907192527626693,0.3863804302994008,0.936027880969755,0.34925823876684314,1
2.85860815054846,0.38172363560357864,0.9395625949657079,0.3549231985009852,1
2.2805914489689427,0.37393871581869487,0.9449821550476001,0.3640714254046691,1
2.0825927397794337,0.36640186032775424,0.9499255603059782,0.3729051450862977,1
2.176835340098278,0.3697287773639867,0.9476083659821652,0.3687419675578966,1
2.363826125561065,0.3779673627577426,0.941985635461282,0.3590020837456339,1
2.421732241134716,0.38153106462293507,0.9397930433106287,0.3552804741347877,1
2.6411959381336008,0.38253889690983184,0.9388701745270627,0.3538148874301779,1
2.5837991933218696,0.37917399256264844,0.9410171153440534,0.3574092714797593,1
2.653622644072083,0.3756311621669689,0.943170242823682,0.36110921842537147,1
3.0372771328755124,0.37482119481961235,0.943111305505245,0.36116196212238544,1
3.3393230987552345,0.3787872814033019,0.9402887443722385,0.3564470884089877,1
4.921653623317113,0.38702477789212764,0.9340312590071361,0.3464987851352073,1
6.0214829586063985,0.3900787063138886,0.9318488086853598,0.34311263419784266,0
5.915656807792757,0.39253309373126244,0.9304860497270956,0.34092139357178447,0
5.251710977035468,0.3879313739989769,0.933764196290535,0.3459789499682054,0
3.447478011418942,0.3794727108369553,0.9404404955575141,0.35653932703970015,0
2.7501972873573726,0.3799206238217212,0.9400146476538387,0.3558624703247676,0
3.1331095854968813,0.3822830553629876,0.9378472062536379,0.3524490537541558,0
3.3382309213924133,0.3863459919942522,0.9351407186835256,0.3480779059324045,0
3.762729174516976,0.39220909886035366,0.9309584547036844,0.34157706045783404,0
3.6516556792098953,0.38640161191156536,0.9354768139305025,0.3485141308832112,0
3.3473621959733233,0.37768459034102025,0.9418031439151164,0.358784774953206,0
3.2924284218984363,0.37157098774554687,0.9460519950837633,0.36606218474459606,0
2.9961749673455893,0.36562145637892657,0.9498869810284427,0.37296051262082647,0
3.5759067030274294,0.3737129135480164,0.9443449097960471,0.3631553251142162,0
3.44772283377163,0.37581193888206027,0.9431727609055038,0.36108317185780936,0
3.2524277577913443,0.37839616503454104,0.9415014607397622,0.35823217936117063,1
3.4344958431795045,0.3792518053432192,0.9407605934057305,0.35703061668034425,1
3.366226533408932,0.37572583614334987,0.9429418416759566,0.3607604982096312,1
3.42322694141695,0.3779913914983528,0.9411710681944035,0.35783007167197056,1
3.569325880678888,0.37688036208548004,0.9418442039075134,0.3589824183039481,1
3.4671552276110833,0.37428113068564695,0.9436796479540353,0.3620816997675799,1
3.054307939240055,0.3769294959630015,0.942243673049432,0.35954642933856024,1
2.923780548987771,0.37806228709229656,0.9417318918273212,0.35861920118820895,1
3.2523089779426617,0.3827119763197562,0.9389338007226845,0.35387586663744836,1
4.148095972050086,0.38939730910912806,0.9339999153497366,0.34602401134866817,1
5.0363272829499905,0.3914603067167414,0.9318784357813789,0.3428908174480765,1
5.914250196011606,0.3952358093065886,0.9287829420623562,0.33828430045993474,0
5.150726358254171,0.39416440375960604,0.9292262596587113,0.33903782506048247,0
4.062290893903575,0.3937074634849648,0.9299911946493489,0.3400784982955347,0
3.4472581249065026,0.39045484225361066,0.9328504363306575,0.3443288671893483,0
2.999897798726656,0.3843718997941251,0.9378016887554895,0.3520245016220776,0
2.831542173792454,0.37656804288170526,0.9433772039177266,0.3612644045972723,0
2.6126549372548356,0.36723940025667856,0.9492233766202606,0.3716579197294124,0
2.305396474160361,0.3592760278258363,0.9542755288479952,0.38112972332273276,0
1.8262180103091548,0.348746922602969,0.9602137559849089,0.3931376335659359,0
1.9873863336745026,0.35080702585457785,0.9584154753956681,0.3895753967565674,0
2.3148907374599776,0.358130726631929,0.9537890942822999,0.3804860132819262,0
2.8044004078365496,0.3628493151370029,0.9506000870585213,0.3745424085133104,1
3.3158292585686544,0.36972148913805525,0.9463859437824688,0.366873248158861,1
3.56552024169878,0.37279961907058756,0.9446383441709841,0.36374304430817767,1
3.3615961585239638,0.36772778508967185,0.9481665056992613,0.36992383203757095,1
3.077616125837152,0.36665158612494503,0.9490070636187513,0.3714079591772545,1
3.1728596194295156,0.37059279989162996,0.9463364851970895,0.3666534082443196,1
2.8640473112729357,0.37116230446312715,0.9461269927857788,0.3662426746357655,1
2.6770453180624036,0.37503706077631416,0.9436231548177203,0.3618724373071441,1
2.7469505572190442,0.3786854803489244,0.9412434614956282,0.3578150005044346,1
2.7758729909613464,0.37881586145628465,0.9410966834404422,0.3575828879091786,1
2.878936147123275,0.3735886924964988,0.9444101256672358,0.3632723816142263,1
3.459457079916615,0.3783427049077944,0.9413374136255586,0.3580064237039204,1
3.368909505237408,0.3765818830110716,0.9426142245131991,0.36014131538039973,1
3.2551634955657667,0.3749316139206661,0.9437480511691501,0.3620723921592625,1
3.3549457307174837,0.3798375283453632,0.9408665827068214,0.357084992070117,1
2.979829348053188,0.377451524978093,0.942818101940465,0.36030058428448325,1
2.729089954487339,0.3750931880747945,0.9444209416816294,0.36304923252720966,1
2.6511381703653605,0.3740525334232881,0.9451249694713105,0.3642702853364204,1
2.215487328477062,0.3696732961683928,0.9478526828976398,0.3691315939389608,1
2.1141121925923523,0.3608668337776549,0.9534410253912936,0.37948952224310856,1
2.084477865415944,0.3554023927271093,0.9568354053402796,0.38611331012875444,1
1.9954586647848007,0.35585633824583435,0.9567469166791088,0.3858979450699664,1
2.4501908685000156,0.36543626848869654,0.9507495594589744,0.37437822346473815,1
2.6262239149615776,0.375543806743645,0.9439171160429111,0.3622248197082001,1
2.9668369711378175,0.38290436753699364,0.9388402773307774,0.3537127872224101,1
3.339117115573103,0.38581179992066506,0.9366084790861152,0.35014262897335297,1
3.7909213119394707,0.38897108444654704,0.9343387965200487,0.3465473023869898,1
3.8026640190333643,0.386356645437473,0.936125003950474,0.34939278834402737,1
3.4821917879976936,0.38668616957563234,0.9361012459690963,0.3493049145725571,1
3.0846003365999084,0.3837582972387378,0.9383412739759801,0.35287525180361745,1
2.278556410910101,0.37429311497960355,0.9446642850981004,0.3635378491373419,1
2.3847371855423525,0.37309513418275037,0.945287202849927,0.36466336005053945,1
2.6251247142098935,0.37391648874540884,0.9445060908668511,0.36336140047464444,1
2.6611540611482396,0.37340291040255164,0.9448356941722319,0.3639362267064457,1
2.963955005696702,0.3760558617194751,0.9429825469424313,0.3607651209991391,1
2.8744296948712003,0.3771692162723037,0.9424759487501134,0.3598429458558656,1
2.680755313545699,0.36967907307995745,0.948048053836612,0.3694377894846382,1
2.948481709786841,0.37052995508882935,0.9474365166786103,0.36835347689539044,1
2.7917740621049845,0.36897738578840117,0.9486498621379068,0.37049245437257045,0
2.767498327308701,0.37144461965522707,0.9473509555081453,0.36808923606154975,0
2.787696283441243,0.36947033090827797,0.9489911486478083,0.3709723522381266,0
2.6218843565015786,0.36796997270733806,0.9502066915996963,0.37315262684000666,0
2.6165162630334033,0.36806675217204615,0.9502555431834194,0.37322205226690164,0
2.492657703313988,0.36390344055186946,0.9525443839148452,0.3775722382078928,0
2.4110548207993157,0.36814647784746735,0.9492194008809327,0.37152099207526157,0
2.204994942570109,0.3665381947380587,0.9501099268619744,0.3731839130460844,0
2.4038103895302303,0.3679554051569853,0.9492778816564792,0.37164193408001167,0
2.353284458240238,0.3671957284831479,0.949636541269863,0.37232578981943537,0
2.3392416645041023,0.36988052273068206,0.9474995897684163,0.36854940898987304,0
2.4507394862163654,0.3678721155610068,0.9492020967689128,0.37152976638138574,0
2.109235267012271,0.3585183561538206,0.9553087844075533,0.3830130027865928,0
2.0408438560406035,0.35978177973174374,0.9548128100027932,0.3819877820826618,0
2.0248655999467893,0.3600636297825419,0.9548152398731782,0.38195977869581577,0
2.22932483212868,0.3687606548110894,0.9488608782611443,0.37085910770561087,0
2.4268617832562374,0.37241892190607234,0.9458972322243786,0.3656937893723967,0
2.4519843611115837,0.3695724900479087,0.9480098803134306,0.3693933725620785,0
2.546510886806193,0.36199703930297705,0.952935556002325,0.37848205714299243,0
2.839128927009617,0.3528789127801977,0.9587802136131904,0.3899563668592287,0
2.8172698175182393,0.3590018437353868,0.9553659824355256,0.3830555392184495,0
3.3455208046639,0.3685802150753253,0.9488364135224939,0.3708441910568459,0
4.0867104628201165,0.3811680086259231,0.940019831974059,0.3556603881580029,0
7.479382987519212,0.40318428748129503,0.9230731901232335,0.3298771423724785,0
11.200229691639459,0.4114164555465921,0.9164076867034097,0.32067311390298625,0
13.614623579608168,0.41238495879293147,0.9159651123287813,0.3199940041955119,0
11.941455150812294,0.4073589923882096,0.9205694273793302,0.32616394383212355,0
5.587954330920201,0.3902704898451734,0.9337962876260822,0.3456047574621117,0
3.5156166015383468,0.3777303073893397,0.9431768702722957,0.36079014139011717,0
3.0857875829946844,0.37484762307871705,0.9448003691979571,0.36365748275985144,0
4.22415858565385,0.38299513064588037,0.9382568128775539,0.3528859422070514,0
4.108285478250848,0.3846633697080983,0.9373083363798626,0.3512945278957219,0
4.387784158127345,0.38886706329423704,0.9338176845455056,0.34587626008172223,1
3.2940019269029346,0.3816917201670667,0.9391975312168603,0.354414123317266,1
2.4351155890637934,0.37913143120707404,0.9413737207601959,0.35792837418221457,1
2.8585086601105196,0.38430640113062453,0.9372515310855203,0.3512781598075007,1
3.4394081014404074,0.38053160641298583,0.9396272148972742,0.35521547683292615,1
4.203327281876367,0.3868253679845547,0.9351749476814951,0.3480368730688059,1
4.399152299157014,0.3852639506221091,0.9360858759746016,0.3495340699287793,1
6.90518091694393,0.394172296280295,0.9297015591802784,0.3396292774546455,1
7.655866095365111,0.40503742854776825,0.9218490544639608,0.3280875738417621,1
7.867512720639555,0.40326418840671124,0.9231141860051062,0.32990934681399836,1
7.6698361500849925,0.3999783743967205,0.9257637272667318,0.3336928874070553,1
4.263354705428073,0.38862582170799626,0.9345809114339246,0.3469284376259956,1
3.5845921769336337,0.37949125365680225,0.9408216034541683,0.35707698389844295,1
3.7769945648066323,0.38073189972500937,0.9394842092173232,0.3549783237596199,1
3.9152408721287193,0.3855206332101292,0.9360379668242064,0.34941978646829225,1
4.421979505272921,0.3802480960456358,0.9394572983302777,0.35502541736961746,0
5.42522344402733,0.3846979520151217,0.935943278498089,0.34944317804983493,0
4.861333269461152,0.3824452959479645,0.937594717163278,0.352075029865943,0
3.95716920218635,0.37605798307615823,0.9422622102047322,0.3597214087156392,0
3.7745612229841266,0.3816664302873368,0.9384325486232469,0.35335847140714677,0
3.0416240696131935,0.3813218602328306,0.9394202992710646,0.35478823761765815,0
2.878770421655611,0.38045694858554285,0.940337807372473,0.3562286391901119,0
2.8868535176724373,0.37854078645884515,0.9413304938638625,0.35796259724363416,0
3.0852794089465263,0.3786030551266704,0.9413242585339895,0.35794343618794144,0
2.8468602477743,0.37622928397089545,0.9431147513610626,0.3609298079047785,0
2.658831274859521,0.3789249330612673,0.9414384626189802,0.35805497863070335,1
2.5798492589966244,0.38096349781554417,0.9403894429217408,0.356221085934359,0
2.311048164796097,0.375784902901915,0.9437036987000147,0.3618700823372116,0
2.252178630871571,0.3714573676576757,0.9464732215573827,0.3667224028158026,0
2.3369422597972354,0.369219837963387,0.9479942844101443,0.36942111986086196,1
3.026934229871628,0.3682773667160297,0.9485889800411631,0.37049755413101754,0
3.2538606283539213,0.37027044186545904,0.9474938824577492,0.3684819268554908,0
